Year,Month,hb19_code,Specialty,Total waiting < 18 weeks,Total waiting > 18 weeks
2021,Mar,S08000031,All Specialties,13061,3624
2021,Apr,S08000031,All Specialties,11597,3103
2021,May,S08000031,All Specialties,11927,3111
2021,Jun,S08000031,All Specialties,13470,3324
2021,Jul,S08000031,All Specialties,11393,2876
2021,Aug,S08000031,All Specialties,12605,3401
2021,Sep,S08000031,All Specialties,12134,3392
2021,Oct,S08000031,All Specialties,11566,3492
2021,Nov,S08000031,All Specialties,13524,4560
2021,Dec,S08000031,All Specialties,11797,3922
2022,Jan,S08000031,All Specialties,10909,4236
2022,Feb,S08000031,All Specialties,11533,4077
2022,Mar,S08000031,All Specialties,13438,4579
2011,Jan,S08000032,All Specialties,6576,1751
2011,Feb,S08000032,All Specialties,6161,1013
2011,Mar,S08000032,All Specialties,5468,635
2011,Apr,S08000032,All Specialties,4810,1595
2011,May,S08000032,All Specialties,7830,1746
2011,Jun,S08000032,All Specialties,6916,1578
2011,Jul,S08000032,All Specialties,6211,1472
2011,Aug,S08000032,All Specialties,9033,1813
2011,Sep,S08000032,All Specialties,6072,1134
2011,Oct,S08000032,All Specialties,6144,894
2011,Nov,S08000032,All Specialties,6203,616
2011,Dec,S08000032,All Specialties,7440,469
2012,Jan,S08000032,All Specialties,8651,655
2012,Feb,S08000032,All Specialties,8393,608
2012,Mar,S08000032,All Specialties,8253,433
2012,Apr,S08000032,All Specialties,7047,494
2012,May,S08000032,All Specialties,9002,464
2012,Jun,S08000032,All Specialties,7642,432
2012,Jul,S08000032,All Specialties,7436,420
2012,Aug,S08000032,All Specialties,7981,576
2012,Sep,S08000032,All Specialties,7405,423
2012,Oct,S08000032,All Specialties,8755,594
2012,Nov,S08000032,All Specialties,8859,422
2012,Dec,S08000032,All Specialties,7664,464
2013,Jan,S08000032,All Specialties,8195,402
2013,Feb,S08000032,All Specialties,8192,439
2013,Mar,S08000032,All Specialties,8008,523
2013,Apr,S08000032,All Specialties,7976,448
2013,May,S08000032,All Specialties,9170,379
2013,Jun,S08000032,All Specialties,8196,449
2013,Jul,S08000032,All Specialties,8222,359
2013,Aug,S08000032,All Specialties,9370,625
2013,Sep,S08000032,All Specialties,8894,655
2013,Oct,S08000032,All Specialties,9806,597
2013,Nov,S08000032,All Specialties,9664,583
2013,Dec,S08000032,All Specialties,8335,564
2014,Jan,S08000032,All Specialties,9169,652
2014,Feb,S08000032,All Specialties,8880,538
2014,Mar,S08000032,All Specialties,9822,621
2014,Apr,S08000032,All Specialties,8725,593
2014,May,S08000032,All Specialties,9891,544
2014,Jun,S08000032,All Specialties,9735,547
2014,Jul,S08000032,All Specialties,8884,607
2014,Aug,S08000032,All Specialties,9507,718
2014,Sep,S08000032,All Specialties,9565,671
2014,Oct,S08000032,All Specialties,9824,745
2014,Nov,S08000032,All Specialties,9129,780
2014,Dec,S08000032,All Specialties,8949,713
2015,Jan,S08000032,All Specialties,9253,740
2015,Feb,S08000032,All Specialties,8820,746
2015,Mar,S08000032,All Specialties,10010,835
2015,Apr,S08000032,All Specialties,8941,790
2015,May,S08000032,All Specialties,9292,829
2015,Jun,S08000032,All Specialties,9804,812
2015,Jul,S08000032,All Specialties,8842,857
2015,Aug,S08000032,All Specialties,9221,920
2015,Sep,S08000032,All Specialties,9336,954
2015,Oct,S08000032,All Specialties,8997,994
2015,Nov,S08000032,All Specialties,9759,1197
2015,Dec,S08000032,All Specialties,8516,956
2016,Jan,S08000032,All Specialties,8213,1036
2016,Feb,S08000032,All Specialties,9360,1163
2016,Mar,S08000032,All Specialties,9486,1297
2016,Apr,S08000032,All Specialties,8846,1166
2016,May,S08000032,All Specialties,9557,1212
2016,Jun,S08000032,All Specialties,9236,1150
2016,Jul,S08000032,All Specialties,7655,977
2016,Aug,S08000032,All Specialties,9780,1253
2016,Sep,S08000032,All Specialties,8378,1251
2016,Oct,S08000032,All Specialties,8226,1226
2016,Nov,S08000032,All Specialties,9089,1541
2016,Dec,S08000032,All Specialties,7418,1402
2017,Jan,S08000032,All Specialties,8004,1785
2017,Feb,S08000032,All Specialties,8132,1850
2017,Mar,S08000032,All Specialties,9741,2636
2017,Apr,S08000032,All Specialties,7053,1492
2017,May,S08000032,All Specialties,8652,1889
2017,Jun,S08000032,All Specialties,8464,1785
2017,Jul,S08000032,All Specialties,7206,1554
2017,Aug,S08000032,All Specialties,8345,2207
2017,Sep,S08000032,All Specialties,7331,2459
2017,Oct,S08000032,All Specialties,8569,2708
2017,Nov,S08000032,All Specialties,9796,2451
2017,Dec,S08000032,All Specialties,7750,1520
2018,Jan,S08000032,All Specialties,8073,1746
2018,Feb,S08000032,All Specialties,7881,1786
2018,Mar,S08000032,All Specialties,8640,1879
2018,Apr,S08000032,All Specialties,7340,1186
2018,May,S08000032,All Specialties,9375,1339
2018,Jun,S08000032,All Specialties,8798,997
2018,Jul,S08000032,All Specialties,8541,976
2018,Aug,S08000032,All Specialties,9515,1321
2018,Sep,S08000032,All Specialties,8706,1353
2018,Oct,S08000032,All Specialties,9540,1671
2018,Nov,S08000032,All Specialties,9763,2004
2018,Dec,S08000032,All Specialties,8226,1540
2019,Jan,S08000032,All Specialties,9938,1973
2019,Feb,S08000032,All Specialties,9398,2034
2019,Mar,S08000032,All Specialties,9701,1786
2019,Apr,S08000032,All Specialties,8942,1250
2019,May,S08000032,All Specialties,9972,1396
2019,Jun,S08000032,All Specialties,9732,1355
2019,Jul,S08000032,All Specialties,9262,1142
2019,Aug,S08000032,All Specialties,10214,1465
2019,Sep,S08000032,All Specialties,9192,1312
2019,Oct,S08000032,All Specialties,9162,1287
2019,Nov,S08000032,All Specialties,10164,1376
2019,Dec,S08000032,All Specialties,8308,955
2020,Jan,S08000032,All Specialties,9375,1170
2020,Feb,S08000032,All Specialties,9557,1215
2020,Mar,S08000032,All Specialties,6458,814
2020,Apr,S08000032,All Specialties,1626,95
2020,May,S08000032,All Specialties,2095,104
2020,Jun,S08000032,All Specialties,2669,429
2020,Jul,S08000032,All Specialties,2515,733
2020,Aug,S08000032,All Specialties,3232,1049
2020,Sep,S08000032,All Specialties,3453,1482
2020,Oct,S08000032,All Specialties,4664,2016
2020,Nov,S08000032,All Specialties,5456,2746
2020,Dec,S08000032,All Specialties,5278,3053
2021,Jan,S08000032,All Specialties,5098,2163
2021,Feb,S08000032,All Specialties,8582,2480
2021,Mar,S08000032,All Specialties,10419,3973
2021,Apr,S08000032,All Specialties,5364,2246
2021,May,S08000032,All Specialties,6423,2860
2021,Jun,S08000032,All Specialties,7190,3350
2021,Jul,S08000032,All Specialties,6095,3029
2021,Aug,S08000032,All Specialties,6673,2556
2021,Sep,S08000032,All Specialties,6632,2307
2021,Oct,S08000032,All Specialties,7014,2193
2021,Nov,S08000032,All Specialties,8281,2387
2021,Dec,S08000032,All Specialties,6373,1908
2022,Jan,S08000032,All Specialties,6599,1946
2022,Feb,S08000032,All Specialties,6647,1986
2022,Mar,S08000032,All Specialties,6918,2719
2011,Jan,SB0801,All Specialties,652,17
2011,Feb,SB0801,All Specialties,831,32
2011,Mar,SB0801,All Specialties,844,39
2011,Apr,SB0801,All Specialties,259,0
2011,May,SB0801,All Specialties,106,0
2011,Jun,SB0801,All Specialties,126,0
2011,Jul,SB0801,All Specialties,111,1
2011,Aug,SB0801,All Specialties,127,1
2011,Sep,SB0801,All Specialties,117,0
2011,Oct,SB0801,All Specialties,128,0
2011,Nov,SB0801,All Specialties,129,0
2011,Dec,SB0801,All Specialties,87,0
2012,Jan,SB0801,All Specialties,146,0
2012,Feb,SB0801,All Specialties,104,0
2012,Mar,SB0801,All Specialties,125,0
2012,Apr,SB0801,All Specialties,120,0
2012,May,SB0801,All Specialties,127,0
2012,Jun,SB0801,All Specialties,92,0
2012,Jul,SB0801,All Specialties,95,1
2012,Aug,SB0801,All Specialties,98,0
2012,Sep,SB0801,All Specialties,107,0
2012,Oct,SB0801,All Specialties,122,0
2012,Nov,SB0801,All Specialties,153,1
2012,Dec,SB0801,All Specialties,99,0
2013,Jan,SB0801,All Specialties,115,0
2013,Feb,SB0801,All Specialties,147,0
2013,Mar,SB0801,All Specialties,133,0
2013,Apr,SB0801,All Specialties,143,1
2013,May,SB0801,All Specialties,151,0
2013,Jun,SB0801,All Specialties,132,0
2013,Jul,SB0801,All Specialties,154,0
2013,Aug,SB0801,All Specialties,171,3
2013,Sep,SB0801,All Specialties,149,0
2013,Oct,SB0801,All Specialties,139,0
2013,Nov,SB0801,All Specialties,161,0
2013,Dec,SB0801,All Specialties,114,0
2014,Jan,SB0801,All Specialties,142,0
2014,Feb,SB0801,All Specialties,115,0
2014,Mar,SB0801,All Specialties,146,0
2014,Apr,SB0801,All Specialties,169,0
2014,May,SB0801,All Specialties,140,0
2014,Jun,SB0801,All Specialties,148,0
2014,Jul,SB0801,All Specialties,155,0
2014,Aug,SB0801,All Specialties,148,0
2014,Sep,SB0801,All Specialties,138,0
2014,Oct,SB0801,All Specialties,144,0
2014,Nov,SB0801,All Specialties,125,0
2014,Dec,SB0801,All Specialties,99,0
2015,Jan,SB0801,All Specialties,130,0
2015,Feb,SB0801,All Specialties,111,0
2015,Mar,SB0801,All Specialties,162,0
2015,Apr,SB0801,All Specialties,135,0
2015,May,SB0801,All Specialties,120,0
2015,Jun,SB0801,All Specialties,151,0
2015,Jul,SB0801,All Specialties,139,0
2015,Aug,SB0801,All Specialties,149,0
2015,Sep,SB0801,All Specialties,149,0
2015,Oct,SB0801,All Specialties,143,0
2015,Nov,SB0801,All Specialties,164,0
2015,Dec,SB0801,All Specialties,135,0
2016,Jan,SB0801,All Specialties,131,0
2016,Feb,SB0801,All Specialties,121,0
2016,Mar,SB0801,All Specialties,129,0
2016,Apr,SB0801,All Specialties,106,0
2016,May,SB0801,All Specialties,129,0
2016,Jun,SB0801,All Specialties,126,0
2016,Jul,SB0801,All Specialties,121,0
2016,Aug,SB0801,All Specialties,148,0
2016,Sep,SB0801,All Specialties,118,0
2016,Oct,SB0801,All Specialties,135,0
2016,Nov,SB0801,All Specialties,155,0
2016,Dec,SB0801,All Specialties,121,0
2017,Jan,SB0801,All Specialties,140,0
2017,Feb,SB0801,All Specialties,122,0
2017,Mar,SB0801,All Specialties,136,0
2017,Apr,SB0801,All Specialties,108,0
2017,May,SB0801,All Specialties,136,0
2017,Jun,SB0801,All Specialties,133,0
2017,Jul,SB0801,All Specialties,125,0
2017,Aug,SB0801,All Specialties,143,0
2017,Sep,SB0801,All Specialties,96,0
2017,Oct,SB0801,All Specialties,151,0
2017,Nov,SB0801,All Specialties,203,0
2017,Dec,SB0801,All Specialties,122,2
2018,Jan,SB0801,All Specialties,153,2
2018,Feb,SB0801,All Specialties,190,1
2018,Mar,SB0801,All Specialties,191,2
2018,Apr,SB0801,All Specialties,158,0
2018,May,SB0801,All Specialties,162,2
2018,Jun,SB0801,All Specialties,160,6
2018,Jul,SB0801,All Specialties,203,3
2018,Aug,SB0801,All Specialties,248,6
2018,Sep,SB0801,All Specialties,185,9
2018,Oct,SB0801,All Specialties,160,16
2018,Nov,SB0801,All Specialties,151,20
2018,Dec,SB0801,All Specialties,97,20
2019,Jan,SB0801,All Specialties,142,22
2019,Feb,SB0801,All Specialties,135,18
2019,Mar,SB0801,All Specialties,134,34
2019,Apr,SB0801,All Specialties,157,24
2019,May,SB0801,All Specialties,145,22
2019,Jun,SB0801,All Specialties,156,13
2019,Jul,SB0801,All Specialties,141,15
2019,Aug,SB0801,All Specialties,136,20
2019,Sep,SB0801,All Specialties,152,13
2019,Oct,SB0801,All Specialties,161,22
2019,Nov,SB0801,All Specialties,134,9
2019,Dec,SB0801,All Specialties,122,6
2020,Jan,SB0801,All Specialties,138,17
2020,Feb,SB0801,All Specialties,147,18
2020,Mar,SB0801,All Specialties,129,17
2020,Apr,SB0801,All Specialties,94,7
2020,May,SB0801,All Specialties,89,13
2020,Jun,SB0801,All Specialties,83,12
2020,Jul,SB0801,All Specialties,98,34
2020,Aug,SB0801,All Specialties,104,22
2020,Sep,SB0801,All Specialties,96,23
2020,Oct,SB0801,All Specialties,104,27
2020,Nov,SB0801,All Specialties,129,18
2020,Dec,SB0801,All Specialties,118,16
2021,Jan,SB0801,All Specialties,111,10
2021,Feb,SB0801,All Specialties,112,10
2021,Mar,SB0801,All Specialties,121,15
2021,Apr,SB0801,All Specialties,101,15
2021,May,SB0801,All Specialties,127,11
2021,Jun,SB0801,All Specialties,125,9
2021,Jul,SB0801,All Specialties,102,10
2021,Aug,SB0801,All Specialties,101,11
2021,Sep,SB0801,All Specialties,130,9
2021,Oct,SB0801,All Specialties,115,8
2021,Nov,SB0801,All Specialties,125,15
2021,Dec,SB0801,All Specialties,109,13
2022,Jan,SB0801,All Specialties,117,9
2022,Feb,SB0801,All Specialties,114,9
2022,Mar,SB0801,All Specialties,120,12
